sortie,name,start_s,end_s,start_node,end_node,start_altitude_m,end_altitude_m
P00009,leg1-climb,4354.0,4462.2156665039065,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,398.2391662597656
P00009,leg1-cruise,4462.2156665039065,4978.593162604013,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}",398.2391662597656,398.2391662597656
P00009,leg1-descent,4978.593162604013,5063.562745733896,"{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}","{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}",398.2391662597656,228.3
P00009,S004-handoff,5063.562745733896,5459.562745733896,"{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}","{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}",228.3,228.3
P00009,leg2-climb,5459.562745733896,5527.538412237802,"{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}","{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}",228.3,398.2391662597656
P00009,leg2-cruise,5527.538412237802,6043.915908337908,"{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",398.2391662597656,398.2391662597656
P00009,leg2-descent,6043.915908337908,6179.185491467791,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",398.2391662597656,127.7
P00010,leg1-climb,2108.0,2187.48435546875,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,326.410888671875
P00010,leg1-cruise,2187.48435546875,2540.9523642120885,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}",326.410888671875,326.410888671875
P00010,leg1-descent,2540.9523642120885,2606.657808548026,"{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}","{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}",326.410888671875,195.0
P00010,S005-handoff,2606.657808548026,3002.657808548026,"{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}","{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}",195.0,195.0
P00010,leg2-climb,3002.657808548026,3055.222164016776,"{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}","{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}",195.0,326.410888671875
P00010,leg2-cruise,3055.222164016776,3408.6901727601144,"{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",326.410888671875,326.410888671875
P00010,leg2-descent,3408.6901727601144,3508.045617096052,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",326.410888671875,127.7
P00011,leg1-climb,480.0,575.3591357421875,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,366.09783935546875
P00011,leg1-cruise,575.3591357421875,787.4280229592473,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S006', 'longitude': 109.1997836, 'latitude': 23.007714, 'elevation_m': 284.8}",366.09783935546875,366.09783935546875
P00011,leg1-descent,787.4280229592473,813.0769426369817,"{'code': 'S006', 'longitude': 109.1997836, 'latitude': 23.007714, 'elevation_m': 284.8}","{'code': 'S006', 'longitude': 109.1997836, 'latitude': 23.007714, 'elevation_m': 284.8}",366.09783935546875,314.8
P00011,S006-handoff,813.0769426369817,1209.0769426369816,"{'code': 'S006', 'longitude': 109.1997836, 'latitude': 23.007714, 'elevation_m': 284.8}","{'code': 'S006', 'longitude': 109.1997836, 'latitude': 23.007714, 'elevation_m': 284.8}",314.8,314.8
P00011,leg2-climb,1209.0769426369816,1229.596078379169,"{'code': 'S006', 'longitude': 109.1997836, 'latitude': 23.007714, 'elevation_m': 284.8}","{'code': 'S006', 'longitude': 109.1997836, 'latitude': 23.007714, 'elevation_m': 284.8}",314.8,366.09783935546875
P00011,leg2-cruise,1229.596078379169,1441.6649655962287,"{'code': 'S006', 'longitude': 109.1997836, 'latitude': 23.007714, 'elevation_m': 284.8}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",366.09783935546875,366.09783935546875
P00011,leg2-descent,1441.6649655962287,1560.8638852739632,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",366.09783935546875,127.7
P00014,leg1-climb,2259.0,2314.1763041178388,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,293.2289123535156
P00014,leg1-cruise,2314.1763041178388,2695.688330332149,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}",293.2289123535156,293.2289123535156
P00014,leg1-descent,2695.688330332149,2720.979895273555,"{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}","{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}",293.2289123535156,230.0
P00014,S009-handoff,2720.979895273555,2960.979895273555,"{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}","{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}",230.0,230.0
P00014,leg2-climb,2960.979895273555,2982.0561993913934,"{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}","{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}",230.0,293.2289123535156
P00014,leg2-cruise,2982.0561993913934,3363.5682256057034,"{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",293.2289123535156,293.2289123535156
P00014,leg2-descent,3363.5682256057034,3429.7797905471098,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",293.2289123535156,127.7
P00018,leg1-climb,5682.0,5737.887251790365,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,295.36175537109375
P00018,leg1-cruise,5737.887251790365,5925.697366800472,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}",295.36175537109375,295.36175537109375
P00018,leg1-descent,5925.697366800472,5959.002068948909,"{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}","{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}",295.36175537109375,212.1
P00018,S011-handoff,5959.002068948909,6199.002068948909,"{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}","{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}",212.1,212.1
P00018,leg2-climb,6199.002068948909,6226.755987405941,"{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}","{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}",212.1,295.36175537109375
P00018,leg2-cruise,6226.755987405941,6414.566102416048,"{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",295.36175537109375,295.36175537109375
P00018,leg2-descent,6414.566102416048,6481.6308045644855,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",295.36175537109375,127.7
P00020,leg1-climb,447.0,542.200331624349,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,413.3009948730469
P00020,leg1-cruise,542.200331624349,1035.43030237684,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S012', 'longitude': 109.2831357, 'latitude': 23.054464, 'elevation_m': 249.8}",413.3009948730469,413.3009948730469
